PC1,PC2,PC3,PC4,PC5,PC6,Class
0.5812063373412544,0.1939484208064373,0.3037693734902275,0.0451596591376218,-0.0510834512963541,0.1552969536278485,1
-0.5116582799501841,-0.0715644048996771,-0.1676531904355158,0.0893908566997945,0.0741877716476484,-0.113070609673803,0
-1.4238076981790917,0.4285865270402588,0.1114238431700164,0.1933573728140988,0.0179053185393145,0.4046074715558065,1
-0.6019128231453568,-0.5935389288857827,-0.0190109762288104,-0.0209090640681984,-0.0044305606016166,-0.018721206155289,0
0.6362234569211398,0.1936195338987019,-0.5240939807164748,0.0839444274325366,0.1510871358527373,0.2831762710188205,1
-0.4890494804387786,0.0810964022162676,0.0093320729681528,0.0577295300313417,0.0813951078192781,-0.0228515967369341,0
0.412613052024402,-0.6781579857624275,0.1057187699068737,0.0422395351021031,0.2867195421560181,0.1365408135237415,1
0.5340842393087,0.0130427898007646,0.2085860558511835,-0.1320997245308287,0.3226857280937846,0.0069042766112376,0
0.6705934872945019,0.6194259055427049,-0.0905163712862487,0.2358299142080041,-0.2564929863902006,0.3241156996119365,1
0.5532986512729163,0.2536379497075587,0.5086385427117688,-0.1467728938772927,-0.1327415444906143,-0.2013342151158493,1
0.5521568514715858,-0.0821463790269748,0.0214169555163606,-0.0381638612585759,-0.0865450165038684,-0.2632512930706355,0
0.5810347768376398,0.1538986903938971,0.2636205857333489,-0.1320070798527997,0.0878369728261681,0.2239070600985406,1
-0.4313395702616724,0.482122927184049,0.576636114521099,-0.0215119567563164,-0.0071127853389864,0.0426239801531687,0
0.5322100401909817,0.5219390527539156,-0.1139053256836485,-0.4341403823671166,-0.3186842397850863,0.3149071785260803,1
-0.4659698652690505,0.6713677681998185,-0.0139095344020896,-0.383302222272332,-0.1651540155461801,0.1013162766529276,1
-0.4612850127091512,0.1101330360758782,0.1152045226017533,0.0643080211490431,0.2083250276931441,-0.0770272684136894,1
0.7330105664442659,0.266931077337441,-0.4059445078400673,0.4250229614403203,-0.1014380532562752,-0.2335269625818921,1
-0.4599414589132564,0.117939062416557,0.1072086000279972,0.0654310765474099,0.1759940694423913,-0.0635153478518133,1
0.5377268279714214,-0.6125252632509816,0.0725639956149437,0.3020015078443638,0.1444109507485275,0.3270991041777739,0
0.4582161118436021,-0.5751450017204559,0.1404879864496285,0.0263475837375798,-0.141811134784312,0.0742788923192103,1
0.6900561689674016,0.3162656615884718,-0.3146964033749428,0.3217771870755144,0.0034907953691093,-0.2048862678115873,0
0.5495222067824721,0.1475473457139356,0.4263566605159648,-0.1332804524834421,0.0664866348559768,-0.2074550644480378,0
0.6179635464131903,0.2290880960953983,0.2623859056269682,-0.0900858398745199,-0.3104593804394976,0.1659334496784583,1
-0.4116183004590397,0.207684557040447,0.1923414477581267,0.255802451310785,0.2133213806909277,-0.033671527319328,1
0.6699447144429236,0.71088116029832,0.3366327886852892,-0.0687719040645889,0.0549023801760423,-0.1640225722429639,1
0.4509676509929035,-0.2220511579624959,0.5859202375177242,-0.2342815912859178,0.1538867974555281,0.1525159835967145,1
0.5828775815890479,0.1315531332567248,0.2576064994666512,-0.1082068050131227,-0.0427957730860722,0.0814134183467237,1
-1.523415945828884,0.3388057045981766,-0.5673007054316399,-0.2334555082007764,0.0787306489343731,-0.1913121921796924,0
-1.521456049661142,0.2688305054653145,0.9755573147426684,-0.1395872272952317,-0.0814804772788532,0.136046615460499,0
